uid,vid,cid,playtime,duration,date,rank
101328,103037,100038,8120,9776,20200904,5
101330,102872,100059,9000,10008,20200904,1
101330,103080,100053,5883,5446,20200904,2
101330,102900,100010,5873,5284,20200904,3
101330,103894,100011,5927,10455,20200904,4
101330,102356,100005,9070,142153,20200904,5
101332,100852,100049,5083,8777,20200904,1
101332,100161,100068,13192,11545,20200904,2
101332,100807,100049,3885,15421,20200904,3
101332,100315,100000,11168,12355,20200904,4
101332,103118,100037,9132,8127,20200904,5
101338,102067,100011,8002,14367,20200904,1
101338,102318,100037,8059,15634,20200904,2
101338,102918,100019,8048,116668,20200904,3
101338,105461,100179,8066,14134,20200904,4
101338,100458,100000,8050,3967,20200904,5
101339,102725,100224,1776,7106,20200904,1
101339,100801,100055,1728,3065,20200904,2
101339,105034,100054,3695,8359,20200904,3
101339,101756,100000,3681,8725,20200904,4
101339,102225,100055,8444,12095,20200904,5
101342,106817,100053,24835,13234,20200904,1
101342,101159,100012,653,28075,20200904,2
101342,101159,100012,1709,28075,20200904,3
101342,101159,100012,14703,28075,20200904,4
101342,102112,100000,712,10600,20200904,5
101343,101678,100000,2774,14167,20200904,1
101343,101764,100049,5379,9536,20200904,2
101343,100458,100000,7122,3967,20200904,3
101343,103539,100027,4909,10134,20200904,4
101343,100105,100030,17228,78720,20200904,5
101353,100335,100045,6799,8350,20200904,1
101353,104214,100015,6920,10100,20200904,2
101353,103728,100005,8582,7040,20200904,3
101353,100522,100027,9594,11512,20200904,4
101353,101610,100027,812,17183,20200904,5
101354,102458,100026,11379,10220,20200904,1
101354,104861,100009,4232,6873,20200904,2
101354,101322,100101,1855,14171,20200904,3
101354,100253,100000,3614,61376,20200904,4
101354,101764,100049,2432,9536,20200904,5
101355,102725,100224,7408,7106,20200904,1
101355,101939,100011,5381,8101,20200904,2
101355,104965,100049,5197,12028,20200904,3
101355,102859,100019,3252,13255,20200904,4
101355,105034,100054,9287,8359,20200904,5
101359,102004,100118,7078,13674,20200904,1
101359,100299,100049,11130,4064,20200904,2
101359,100005,100005,4060,7434,20200904,3
101359,100005,100005,17485,7434,20200904,4
101359,100930,100017,812,16000,20200904,5
101362,100997,100014,12023,6104,20200904,1
101362,104285,100063,11815,9705,20200904,2
101362,100852,100049,12040,8777,20200904,3
101362,100321,100099,2313,7522,20200904,4
101362,107615,100028,2311,5525,20200904,5
101363,103268,100017,4062,6502,20200904,1
101363,100695,100133,3207,8220,20200904,2
101363,108012,100009,3730,6467,20200904,3
101363,101045,100037,3967,9237,20200904,4
101363,102049,100246,6364,10067,20200904,5
101371,100356,100000,7142,9056,20200904,1
101371,102318,100037,4735,15655,20200904,2
101371,103964,100027,6410,9684,20200904,3
101371,101210,100186,5382,11889,20200904,4
101371,101417,100000,6866,10134,20200904,5
101374,103386,100005,9090,7080,20200904,1
101374,104321,100358,31813,13300,20200904,2
101374,101931,100240,2265,6921,20200904,3
101374,100227,100054,3053,50721,20200904,4
101374,103484,100009,1107,25124,20200904,5
101395,102725,100224,7388,7106,20200904,1
101395,100456,100111,6097,8592,20200904,2
101395,103678,100019,13581,9621,20200904,3
101395,103260,100034,3910,6223,20200904,4
101395,106857,100028,7322,11584,20200904,5
101399,102318,100037,1831,15655,20200904,1
101399,100079,100019,1955,140156,20200904,2
101399,100124,100027,1936,5991,20200904,3
101399,103400,100027,1873,13005,20200904,4
101399,104940,100019,1915,4969,20200904,5
101401,101256,100190,11582,5667,20200904,1
101401,101120,100037,13092,10635,20200904,2
101401,103168,100018,5230,9900,20200904,3
101401,105161,100018,13213,4055,20200904,4
101401,102569,100009,9584,10667,20200904,5
101416,104592,100013,9944,7245,20200904,1
101416,101432,100027,9928,6034,20200904,2
101416,104560,100000,6951,8055,20200904,3
101416,105407,100027,7956,5733,20200904,4
101416,104607,100008,6948,7431,20200904,5
101419,103038,100010,8590,6873,20200904,1
101419,104530,100054,8355,20455,20200904,2
101419,103995,100036,4612,6592,20200904,3
101419,102477,100080,8438,9600,20200904,4
101419,101045,100037,11572,9259,20200904,5
101424,102725,100224,5167,7106,20200904,1
101424,100801,100055,5709,3065,20200904,2
101424,104560,100000,0,8049,20200904,3
101424,107266,100027,8550,7255,20200904,4
101424,103964,100027,8242,9684,20200904,5
101433,100669,100128,8342,19133,20200904,1
101433,104744,100009,6139,8280,20200904,2
101433,103262,100313,7955,16100,20200904,3
101433,100409,100019,6192,9243,20200904,4
101433,100335,100045,6148,8400,20200904,5
101436,106300,100009,2139,11332,20200904,1
101436,100286,100096,2435,9067,20200904,2
101436,101734,100037,5713,9753,20200904,3
101436,100888,100112,15845,9451,20200904,4
101436,101572,100005,3279,9216,20200904,5
101440,103854,100054,1097,48149,20200904,1
101440,100408,100049,1111,7942,20200904,2
101440,107946,100000,1091,6477,20200904,3
101440,100458,100000,10962,3994,20200904,4
101440,104422,100000,11004,5712,20200904,5
101441,107415,100028,4698,10011,20200904,1
101441,107287,100018,5258,6834,20200904,2
101441,103509,100009,5007,6574,20200904,3
101441,101688,100019,5576,11067,20200904,4
101441,108834,100009,4040,11579,20200904,5
101445,108755,100245,1270,15019,20200904,1
101445,104527,100367,3172,15234,20200904,2
101445,100084,100035,6100,11600,20200904,3
101445,102770,100000,2526,14891,20200904,4
101445,102318,100037,5291,15634,20200904,5
101446,100731,100054,747,10267,20200904,1
101446,106857,100028,637,11584,20200904,2
101446,100743,100141,322,12034,20200904,3
101446,100717,100005,347,9610,20200904,4
101446,106889,100009,358,4923,20200904,5
101453,100801,100055,7692,3065,20200904,1
101453,104670,100017,11223,6955,20200904,2
101453,102725,100224,9311,7106,20200904,3
101453,106858,100009,5072,5247,20200904,4
101453,104424,100028,9197,5473,20200904,5
101468,105457,100027,5417,10984,20200904,1
101468,102725,100224,16700,7106,20200904,2
101468,103144,100027,5414,10331,20200904,3
101468,103471,100001,14679,56734,20200904,4
101468,103283,100054,14661,49016,20200904,5
101483,100580,100017,10776,3390,20200904,1
101483,100138,100027,10753,8313,20200904,2
101483,100409,100019,10764,9262,20200904,3
101483,101633,100107,10762,9010,20200904,4
101483,103163,100000,10771,6188,20200904,5
101486,108142,100009,6386,18736,20200904,1
101486,107513,100009,6368,3901,20200904,2
101486,102308,100019,4374,6784,20200904,3
101486,101094,100049,4501,10008,20200904,4
101486,101289,100108,4441,8592,20200904,5
101488,100524,100000,5364,8455,20200904,1
101488,103810,100010,3523,6884,20200904,2
101488,104965,100049,4875,12028,20200904,3
101488,101678,100000,103336,14122,20200904,4
101488,101289,100108,2876,8592,20200904,5
101491,101894,100000,7981,14134,20200904,1
101491,100962,100030,15485,22291,20200904,2
101491,100356,100000,2577,9056,20200904,3
101491,105134,100017,2263,11560,20200904,4
101491,102517,100054,2946,10321,20200904,5
101499,100527,100001,5149,26761,20200904,1
101499,102092,100005,10199,7100,20200904,2
101499,101688,100019,5152,11017,20200904,3
101499,102980,100049,10189,9195,20200904,4
101499,102725,100224,5184,7106,20200904,5
101502,106059,100000,5443,12400,20200904,1
101502,101150,100054,8184,9217,20200904,2
101502,102756,100224,7980,10440,20200904,3
101502,103810,100010,6079,6934,20200904,4
101502,100298,100080,8278,9055,20200904,5
101508,100458,100000,8466,3994,20200904,1
101508,101536,100037,5509,10248,20200904,2
101508,103262,100313,8104,16038,20200904,3
101508,102318,100037,6494,15655,20200904,4
101508,104678,100009,5451,10400,20200904,5
101512,102314,100054,376,99400,20200904,1
101512,106300,100009,374,11332,20200904,2
101512,104443,100017,398,8120,20200904,3
101512,102123,100000,372,6321,20200904,4
101512,103878,100027,374,10647,20200904,5
101516,101817,100027,5871,7662,20200904,1
101516,100893,100000,3377,9103,20200904,2
101516,100758,100000,8039,8400,20200904,3
101516,103484,100009,9956,25124,20200904,4
101516,100562,100055,5035,9634,20200904,5
101524,100177,100000,5424,31534,20200904,1
101524,101255,100000,15432,11308,20200904,2
101524,103124,100043,10992,7459,20200904,3
101524,103346,100084,0,5000,20200904,4
101524,100787,100069,15631,15467,20200904,5
101526,102319,100005,149707,11819,20200904,1
101526,101292,100017,47784,6267,20200904,2
101526,101481,100017,29434,5967,20200904,3
101526,104656,100000,9099,9334,20200904,4
101526,102846,100037,9085,7234,20200904,5
101535,102725,100224,13366,7167,20200904,1
101535,100408,100049,8879,7942,20200904,2
101535,100176,100017,7367,7467,20200904,3
101535,104213,100049,10791,6067,20200904,4
101535,102596,100010,7313,8800,20200904,5
101540,103987,100147,265,12034,20200904,1
101540,102318,100037,44540,15655,20200904,2
101540,102318,100037,9246,15655,20200904,3
101540,105034,100054,0,8359,20200904,4
101540,105034,100054,520,8359,20200904,5
101542,101025,100009,1070,39893,20200904,1
101542,104338,100338,6298,8400,20200904,2
101542,100356,100000,6309,9056,20200904,3
101542,102318,100037,33785,15655,20200904,4
101542,104327,100000,1272,10171,20200904,5
101546,101025,100009,2638,39893,20200904,1
101546,105087,100177,4416,9755,20200904,2
101546,102749,100288,4502,140017,20200904,3
101546,103894,100011,1234,10455,20200904,4
101546,106421,100027,2511,5666,20200904,5
101547,104065,100000,2451,7105,20200904,1
101547,104184,100032,8590,7000,20200904,2
101547,100373,100049,8559,7640,20200904,3
101547,100717,100005,8575,9610,20200904,4
101547,106300,100009,8558,11332,20200904,5
101548,105348,100010,11346,6800,20200904,1
101548,108176,100027,11279,4000,20200904,2
101548,100458,100000,11360,3994,20200904,3
101548,101402,100045,2005,8290,20200904,4
101548,100815,100027,11217,5394,20200904,5
101550,100801,100055,15834,3034,20200904,1
101550,103894,100011,5134,10455,20200904,2
101550,104180,100049,10224,10317,20200904,3
101550,100138,100027,3543,8313,20200904,4
101550,107140,100036,8085,16355,20200904,5
101553,102725,100224,31704,7106,20200904,1
101553,103118,100037,13973,8127,20200904,2
101553,101412,100026,13977,18206,20200904,3
101553,103054,100027,31730,6755,20200904,4
101553,102727,100055,13966,9364,20200904,5
101556,101513,100017,13404,7100,20200904,1
101556,101418,100011,14317,9700,20200904,2
101556,102982,100265,11387,8701,20200904,3
101556,102072,100027,14544,7334,20200904,4
101556,102872,100059,11338,10008,20200904,5
101566,103854,100054,7757,48149,20200904,1
101566,101682,100019,7849,11243,20200904,2
101566,102725,100224,8856,7167,20200904,3
101566,102004,100118,12860,13734,20200904,4
101566,102942,100012,12847,13739,20200904,5
101573,100452,100000,8057,5991,20200904,1
101573,101061,100022,8032,9720,20200904,2
101573,103822,100063,8047,4867,20200904,3
101573,101939,100011,18620,8101,20200904,4
101573,100668,100036,10396,58600,20200904,5
101575,102689,100012,7903,36519,20200904,1
101575,100315,100000,6389,12355,20200904,2
101575,104906,100000,6374,5202,20200904,3
101575,101367,100027,7273,5567,20200904,4
101575,103260,100034,8220,6223,20200904,5
101576,100579,100000,5219,8033,20200904,1
101576,102725,100224,6167,7106,20200904,2
101576,100815,100027,8995,5394,20200904,3
101576,103650,100333,6121,9400,20200904,4
101576,103964,100027,4887,9684,20200904,5
101578,104454,100364,8456,13143,20200904,1
101578,105461,100179,1150,14139,20200904,2
101578,105034,100054,6573,8334,20200904,3
101578,102318,100037,621,15634,20200904,4
101578,103987,100147,14554,12013,20200904,5
101580,100727,100019,2250,11288,20200904,1
101580,102414,100019,4487,103143,20200904,2
101580,101596,100008,5592,20966,20200904,3
101580,101859,100059,12073,15055,20200904,4
101580,102384,100270,14339,16601,20200904,5
101593,101594,100013,110,15167,20200904,1
101593,100495,100013,2518,10200,20200904,2
101593,102255,100035,12118,10816,20200904,3
101593,108382,100049,0,5249,20200904,4
101593,102318,100037,18120,15655,20200904,5
101605,100562,100055,6096,9634,20200904,1
101605,101504,100010,4802,9753,20200904,2
101605,102597,100019,4329,9588,20200904,3
101605,102846,100037,4310,7234,20200904,4
101605,102727,100055,11261,9364,20200904,5
101607,101061,100022,3070,9720,20200904,1
101607,105487,100048,1474,16334,20200904,2
101607,104235,100355,1254,28100,20200904,3
101607,101870,100000,1141,10310,20200904,4
101607,101338,100055,856,31034,20200904,5
101610,102351,100139,12562,11488,20200904,1
101610,103264,100063,9756,10264,20200904,2
101610,102319,100005,6760,11861,20200904,3
101610,100718,100024,8780,10334,20200904,4
101610,101692,100009,6810,21316,20200904,5
101617,104112,100035,11664,14403,20200904,1
101617,102725,100224,4429,7106,20200904,2
101617,103264,100063,16690,10264,20200904,3
101617,103894,100011,22072,10455,20200904,4
101617,101094,100049,12938,10008,20200904,5
101626,101273,100017,5400,7175,20200904,1
101626,101734,100037,10141,9753,20200904,2
101626,105554,100000,5321,5084,20200904,3
101626,101143,100163,5275,8614,20200904,4
101626,100272,100051,5276,9103,20200904,5
101635,105145,100000,8720,8638,20200904,1
101635,103578,100009,9475,10400,20200904,2
101635,100666,100093,4005,9800,20200904,3
101635,101062,100051,2287,7255,20200904,4
101635,102604,100027,2162,9184,20200904,5
101646,103265,100000,1042,9955,20200904,1
101646,104214,100015,3453,10100,20200904,2
101646,101025,100009,22516,39893,20200904,3
101646,104732,100224,12558,6867,20200904,4
101646,102004,100118,8144,13674,20200904,5
101653,101744,100018,4609,17728,20200904,1
101653,101692,100009,3293,21316,20200904,2
101653,100499,100000,2792,13067,20200904,3
101653,103031,100012,2522,23584,20200904,4
101653,102475,100027,2402,10500,20200904,5
101660,106111,100065,13700,10914,20200904,1
101660,100397,100107,13808,15418,20200904,2
101660,103727,100028,78,7621,20200904,3
101660,108235,100019,578,11517,20200904,4
101660,103247,100012,758,56619,20200904,5
101661,102725,100224,8218,7167,20200904,1
101661,101692,100009,11318,21316,20200904,2
101661,101958,100008,11301,15867,20200904,3
101661,101363,100000,4198,8638,20200904,4
101661,102900,100010,11238,5334,20200904,5
101669,106419,100000,6347,12288,20200904,1
101669,105645,100005,6080,10624,20200904,2
101669,102477,100080,12485,9600,20200904,3
101669,102826,100011,15998,7301,20200904,4
101669,103038,100010,3978,6873,20200904,5
101673,106912,100010,6568,13839,20200904,1
101673,104533,100009,10570,7245,20200904,2
101673,101489,100026,11596,8363,20200904,3
101673,105796,100076,7540,6200,20200904,4
101673,103894,100011,6470,10455,20200904,5
101676,100579,100000,8832,8032,20200904,1
101676,100356,100000,814,9056,20200904,2
101676,103054,100027,8767,6755,20200904,3
101676,103882,100053,9789,10728,20200904,4
101676,101638,100005,0,7314,20200904,5
101686,103484,100009,7557,25124,20200904,1
101686,103810,100010,6130,6884,20200904,2
101686,107316,100019,8258,5527,20200904,3
101686,100299,100049,8988,4064,20200904,4
101686,101758,100010,8193,5955,20200904,5
101689,107266,100027,11185,7255,20200904,1
101689,102139,100047,7672,15370,20200904,2
101689,104443,100017,9896,8120,20200904,3
101689,104338,100338,7044,8428,20200904,4
101689,103176,100309,1613,13143,20200904,5
101693,101056,100027,3391,82060,20200904,1
101693,100176,100017,1396,7467,20200904,2
101693,102171,100030,1294,47867,20200904,3
101693,104962,100172,1912,6763,20200904,4
101693,101299,100077,4945,11834,20200904,5
101715,103691,100000,7237,7338,20200904,1
101715,100458,100000,5480,3994,20200904,2
101715,104587,100010,7228,14934,20200904,3
101715,103287,100024,12719,6101,20200904,4
101715,104530,100054,5480,20455,20200904,5
101717,103539,100027,2235,10051,20200904,1
101717,103287,100024,12472,6101,20200904,2
101717,102389,100271,27028,17518,20200904,3
101717,102846,100037,3621,7234,20200904,4
101717,102200,100000,4524,11267,20200904,5
101720,107056,100013,2549,6955,20200904,1
101720,106164,100054,11603,10309,20200904,2
101720,104861,100009,7607,6873,20200904,3
101720,100458,100000,2208,3994,20200904,4
101720,105554,100000,7595,5084,20200904,5
101726,102725,100224,7882,7106,20200904,1
101726,104560,100000,12839,8055,20200904,2
101726,100458,100000,12745,3994,20200904,3
101726,103265,100000,11826,9955,20200904,4
101726,102564,100009,6859,12680,20200904,5
101742,105978,100047,6474,20387,20200904,1
101742,101025,100009,1921,39893,20200904,2
101742,100802,100026,6903,6467,20200904,3
101742,102458,100026,8584,10220,20200904,4
101742,103400,100027,7332,13005,20200904,5
101745,102597,100019,6769,9588,20200904,1
101745,102877,100045,6799,8188,20200904,2
101745,100399,100000,6756,8188,20200904,3
101745,102123,100000,6768,6321,20200904,4
101745,101255,100000,6775,11332,20200904,5
101749,102389,100271,18891,17518,20200904,1
101749,101062,100051,822,7255,20200904,2
101749,101062,100051,1410,7255,20200904,3
101749,106193,100000,2420,6804,20200904,4
101749,106193,100000,3354,6804,20200904,5
101750,100801,100055,7979,3065,20200904,1
101750,106857,100028,4983,11584,20200904,2
101750,102318,100037,13406,15655,20200904,3
101750,103091,100054,9916,75700,20200904,4
101750,103091,100054,23691,75700,20200904,5
101751,104048,100054,2034,31199,20200904,1
101751,100458,100000,12014,3967,20200904,2
101751,102833,100019,11910,315072,20200904,3
101751,103136,100019,11867,12367,20200904,4
101751,103787,100332,11960,8300,20200904,5
101754,104310,100108,43308,25003,20200904,1
101754,105461,100179,739,14139,20200904,2
101754,102318,100037,50426,15655,20200904,3
101754,105145,100000,14242,8638,20200904,4
101754,106770,100019,1188,14336,20200904,5
101763,103913,100000,6023,7021,20200904,1
101763,101596,100008,4191,20966,20200904,2
101763,104686,100011,3870,8267,20200904,3
101763,106212,100019,7113,7534,20200904,4
101763,103894,100011,4784,10434,20200904,5
101765,103484,100009,9054,25124,20200904,1
101765,101484,100027,5882,6223,20200904,2
101765,103163,100000,4873,6188,20200904,3
101765,102691,100099,7933,9867,20200904,4
101765,100373,100049,4042,7700,20200904,5
101771,104618,100122,11693,11053,20200904,1
101771,100458,100000,11663,3994,20200904,2
101771,104046,100049,6002,10960,20200904,3
101771,105771,100036,14449,6700,20200904,4
101771,102607,100054,14637,10067,20200904,5
101776,103913,100000,12160,7021,20200904,1
101776,101062,100051,12317,7255,20200904,2
101776,101691,100000,12341,7917,20200904,3
101776,100675,100000,12322,13234,20200904,4
101776,101715,100008,12271,8500,20200904,5
101778,100489,100005,15014,43886,20200904,1
101778,103537,100080,14867,10197,20200904,2
101778,103598,100101,14971,9167,20200904,3
101778,100135,100055,14915,11912,20200904,4
101778,104327,100000,14906,10171,20200904,5
101784,102345,100000,2797,13227,20200904,1
101784,102725,100224,11184,7106,20200904,2
101784,106735,100054,10328,8497,20200904,3
101784,103640,100019,3662,24242,20200904,4
101784,104443,100017,1493,8120,20200904,5
101794,105618,100028,13318,8334,20200904,1
101794,101289,100108,13231,8567,20200904,2
101794,103136,100019,13330,12367,20200904,3
101794,100214,100049,13247,7600,20200904,4
101794,101958,100008,13281,15867,20200904,5
101796,100580,100017,5741,3390,20200904,1
101796,102389,100271,3382,17538,20200904,2
101796,102318,100037,7951,15655,20200904,3
101796,102139,100047,2920,15370,20200904,4
101796,101116,100019,9885,10005,20200904,5
101797,102725,100224,13561,7106,20200904,1
101797,100801,100055,3764,3065,20200904,2
101797,102421,100000,4249,14070,20200904,3
101797,103791,100338,4358,8399,20200904,4
101797,103264,100063,3858,10264,20200904,5
101798,102725,100224,18441,7106,20200904,1
101798,106198,100039,3152,15421,20200904,2
101798,103471,100001,6645,56734,20200904,3
101798,103740,100017,18496,9658,20200904,4
101798,100758,100000,18418,8421,20200904,5
101803,100630,100054,8156,34201,20200904,1
101803,103801,100339,7104,11034,20200904,2
101803,104268,100270,8770,9034,20200904,3
101803,104592,100013,7329,7200,20200904,4
101803,101120,100037,8879,10635,20200904,5
101804,105533,100027,6716,8542,20200904,1
101804,100801,100055,6345,3065,20200904,2
101804,100458,100000,6809,3994,20200904,3
101804,101312,100000,6437,38220,20200904,4
101804,101819,100054,6727,17584,20200904,5
101806,102846,100037,9015,7234,20200904,1
101806,101363,100000,4149,8685,20200904,2
101806,100801,100055,8992,3034,20200904,3
101806,101962,100000,4128,14800,20200904,4
101806,104048,100054,8243,31199,20200904,5
101808,100223,100059,9364,10032,20200904,1
101808,101788,100084,8663,11332,20200904,2
101808,103920,100000,11230,13932,20200904,3
101808,100675,100000,9049,13255,20200904,4
101808,102343,100267,12956,10403,20200904,5
101810,103899,100017,14594,31182,20200904,1
101810,104268,100270,5702,9034,20200904,2
101810,102315,100263,8651,11800,20200904,3
101810,102217,100037,8631,8567,20200904,4
101810,103740,100017,3357,9658,20200904,5
101816,102318,100037,6287,15634,20200904,1
101816,102725,100224,8022,7167,20200904,2
101816,101638,100005,15813,7367,20200904,3
101816,105203,100011,6016,11534,20200904,4
101816,105318,100009,8773,3437,20200904,5
101820,100801,100055,8555,3065,20200904,1
101820,101120,100037,5463,10681,20200904,2
101820,103092,100009,7249,13655,20200904,3
101820,103059,100009,6464,21130,20200904,4
101820,105210,100024,12319,12271,20200904,5
101834,101938,100011,4096,13101,20200904,1
101834,101062,100051,4153,7255,20200904,2
101834,104686,100011,15136,8313,20200904,3
101834,102634,100280,14367,13680,20200904,4
101834,102067,100011,4056,14367,20200904,5
101838,100782,100000,9195,8600,20200904,1
101838,100801,100055,613,3065,20200904,2
101838,102872,100059,9027,10008,20200904,3
101838,101412,100026,9350,18206,20200904,4
101838,104268,100270,501,9034,20200904,5
101840,101638,100005,2064,7367,20200904,1
101840,103590,100327,20638,10321,20200904,2
101840,101936,100008,5856,20634,20200904,3
101840,103579,100000,11926,11367,20200904,4
101840,102475,100027,11544,10567,20200904,5
101843,102725,100224,4511,7106,20200904,1
101843,103471,100001,7203,56734,20200904,2
101843,100276,100024,9945,12088,20200904,3
101843,101691,100000,15098,7917,20200904,4
101843,101120,100037,9472,10681,20200904,5
101848,102725,100224,9853,7167,20200904,1
101848,102343,100267,9819,10367,20200904,2
101848,100004,100004,9873,8700,20200904,3
101848,101536,100037,9855,10248,20200904,4
101848,103116,100008,9485,10177,20200904,5
101861,102725,100224,10918,7167,20200904,1
101861,103894,100011,11205,10434,20200904,2
101861,103092,100009,3486,13634,20200904,3
101861,101417,100000,11081,10134,20200904,4
101861,102106,100057,7588,12880,20200904,5
101874,100801,100055,9385,3065,20200904,1
101874,101062,100051,341,7234,20200904,2
101874,102254,100019,9400,104267,20200904,3
101874,104656,100000,9452,9355,20200904,4
101874,104699,100028,679,8637,20200904,5
101879,102725,100224,25655,7106,20200904,1
101879,100186,100042,14127,8287,20200904,2
101879,100692,100054,26833,34817,20200904,3
101879,104268,100270,21040,9034,20200904,4
101879,103118,100037,11938,8127,20200904,5
101886,103484,100009,14287,25124,20200904,1
101886,100801,100055,7950,3065,20200904,2
101886,103484,100009,9199,25124,20200904,3
101886,103484,100009,18323,25124,20200904,4
101886,105390,100019,8857,6987,20200904,5
101892,102725,100224,4309,7106,20200904,1
101892,101715,100008,4337,8450,20200904,2
101892,102562,100005,4179,140017,20200904,3
101892,100315,100000,4321,12355,20200904,4
101892,103054,100027,4289,6755,20200904,5
101894,105391,100018,8887,50109,20200904,1
101894,102719,100285,3069,14967,20200904,2
101894,104327,100000,6347,10171,20200904,3
101894,104327,100000,1072,10171,20200904,4
101894,105461,100179,16115,14139,20200904,5
101895,104688,100017,3880,13468,20200904,1
101895,101002,100017,3444,7467,20200904,2
101895,103355,100043,14554,11584,20200904,3
101895,102397,100005,5531,7360,20200904,4
101895,104443,100017,77404,8120,20200904,5
101896,100801,100055,10818,3065,20200904,1
101896,104443,100017,10842,8100,20200904,2
101896,104807,100026,10194,15234,20200904,3
101896,103791,100338,10216,8399,20200904,4
101896,104678,100009,10200,10400,20200904,5
101902,102088,100247,5774,9728,20200904,1
101902,105926,100028,7264,7029,20200904,2
101902,103484,100009,6489,25124,20200904,3
101902,102318,100037,6353,15655,20200904,4
101902,103092,100009,7269,13655,20200904,5
101904,103539,100027,1627,10051,20200904,1
101904,100495,100013,2202,10200,20200904,2
101904,100692,100054,57389,34817,20200904,3
101904,104983,100000,13832,11955,20200904,4
101904,100452,100000,18955,6038,20200904,5
101906,103894,100011,0,10455,20200904,1
101906,103287,100024,905,6101,20200904,2
101906,102318,100037,0,15651,20200904,3
101906,102407,100019,897,6688,20200904,4
101906,103691,100000,881,7338,20200904,5
101911,103548,100028,1953,5121,20200904,1
101911,107266,100027,1965,7234,20200904,2
101911,103026,100005,11661,7100,20200904,3
101911,103995,100036,1958,6592,20200904,4
101911,100669,100128,11723,19133,20200904,5
101916,100801,100055,0,3065,20200904,1
101916,103422,100000,10503,5800,20200904,2
101916,100698,100134,0,11050,20200904,3
101916,100110,100000,10606,6613,20200904,4
101916,100580,100017,588,3390,20200904,5
101919,104059,100026,10469,10197,20200904,1
101919,101766,100009,10455,5400,20200904,2
101919,102264,100005,10495,7500,20200904,3
101919,104321,100358,1002,13300,20200904,4
101919,103539,100027,1001,10051,20200904,5
101921,107944,100053,13135,11705,20200904,1
101921,103653,100049,1461,10472,20200904,2
101921,103287,100024,5057,6101,20200904,3
101921,100238,100090,2155,30017,20200904,4
101921,105098,100000,4388,13421,20200904,5
101936,102758,100053,10428,17888,20200904,1
101936,107109,100147,6008,7544,20200904,2
101936,103937,100165,1086,41734,20200904,3
101936,108319,100053,4535,11661,20200904,4
101936,101402,100045,18178,8290,20200904,5
101947,100315,100000,6951,12355,20200904,1
101947,102725,100224,5721,7106,20200904,2
101947,103471,100001,7328,56734,20200904,3
101947,102318,100037,7400,15655,20200904,4
101947,100618,100121,7191,8267,20200904,5
101948,102725,100224,10759,7106,20200904,1
101948,100084,100035,26114,11600,20200904,2
101948,103490,100027,11983,10449,20200904,3
101948,100562,100055,11951,9634,20200904,4
101948,101223,100019,11938,26146,20200904,5
101949,103409,100077,14930,10449,20200904,1
101949,102343,100267,14924,10403,20200904,2
101949,101061,100022,7890,9728,20200904,3
101949,103022,100000,14924,10840,20200904,4
101949,100276,100024,14912,12088,20200904,5
101952,102384,100270,11257,16601,20200904,1
101952,103091,100054,437,75700,20200904,2
101952,100074,100042,15746,6340,20200904,3
101952,101706,100012,5262,27495,20200904,4
101952,103287,100024,19540,6101,20200904,5
101957,102725,100224,1796,7106,20200904,1
101957,102864,100017,18250,10221,20200904,2
101957,100801,100055,7116,3065,20200904,3
101957,102345,100000,3132,13227,20200904,4
101957,102318,100037,18429,15655,20200904,5
101959,102333,100014,6553,12838,20200904,1
101959,102725,100224,7102,7106,20200904,2
101959,100815,100027,6321,5394,20200904,3
101959,101596,100008,6254,20966,20200904,4
101959,100801,100055,8240,3065,20200904,5
101973,100458,100000,7308,3967,20200904,1
101973,107010,100019,7110,140156,20200904,2
101973,106493,100017,7380,5834,20200904,3
101973,102318,100037,7310,15634,20200904,4
101973,107121,100009,7317,7334,20200904,5
101976,100930,100017,13785,16000,20200904,1
101976,103409,100077,8796,10449,20200904,2
101976,101939,100011,6186,8101,20200904,3
101976,103471,100001,22858,56734,20200904,4
101976,100695,100133,4903,8267,20200904,5
101979,101337,100023,13132,10171,20200904,1
101979,101933,100000,7780,9984,20200904,2
101979,105390,100019,9157,6987,20200904,3
101979,104686,100011,11535,8313,20200904,4
101979,102318,100037,4672,15655,20200904,5
101981,102725,100224,15272,7106,20200904,1
101981,103484,100009,11245,25124,20200904,2
101981,103854,100054,13289,48149,20200904,3
101981,100801,100055,5639,3065,20200904,4
101981,103736,100027,5859,9010,20200904,5
101984,100458,100000,11402,3994,20200904,1
101984,104304,100009,5746,6711,20200904,2
101984,100356,100000,11574,9056,20200904,3
101984,101218,100000,11604,9634,20200904,4
101984,103083,100000,11565,11898,20200904,5
101993,102864,100017,3417,10200,20200904,1
101993,102770,100000,5869,14891,20200904,2
101993,103650,100333,2642,9400,20200904,3
101993,105370,100148,456,11467,20200904,4
101993,105390,100019,305,7034,20200904,5
101995,100569,100000,3276,11055,20200904,1
101995,103969,100027,2568,8267,20200904,2
101995,103736,100027,2300,9010,20200904,3
101995,105561,100043,3701,10688,20200904,4
101995,103120,100043,2517,6234,20200904,5
101997,100801,100055,8805,3065,20200904,1
101997,102349,100019,2472,7524,20200904,2
101997,104076,100027,4816,6307,20200904,3
101997,103038,100010,4045,6873,20200904,4
101997,101256,100190,2485,5712,20200904,5
102012,100801,100055,578,3034,20200904,1
